doc_id,title,section,extraction_method,word_count,arabic_ratio,language_assessment,quality_flags,beginning_sample,middle_sample,end_sample,needs_review
systems_42,نظام حماية التصاميم للدوائر المتكاملة رقم 93 لسنة 2002,الأنظمة,ocr_pytesseract,3766,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS","Gig LA Cilogle ol Glas j5j0 ADALEH Center for Legal Information InfoAdaleh. tnfo YoY Adad At ad, Abalsial) pilgall areluaill dylan alli Vee NV a [PV Gegtly 0V9 phy Apouupll Sayyall ase Ga 0140 Aadsall...",) Calle (ja anally cad Gud Go ADL Guy ALSs 9! Gh call Ge cabll e855 ob  ALM lS cye AAaaiy Gall lle Genel Alans Abe cf Leal! atl ll Lay Qilbslls 4 Sala) coe (TA)3 (YO) 5 (VE) 3 (YY) algal plSal Gall ll...,Glyiall  adsl  ALISial) tlyall arelaill Jars Lb Ge Cgalll Ge jal Le Le: aul ada ald seecieeereeeeteeresieeneneeeeeieees BU gts due ye Gall ullle Gyie Ji ullils rune! 20220926,True
systems_43,نظام الرسوم الصناعية والنماذج الصناعية رقم 52 لسنة 2002,الأنظمة,ocr_pytesseract,4884,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",aig iLal Glogle ol Glac 5 5j0 ADALEH Center for Legal information InfoAdaleh. tnto Yee Aiud OY 28) Lolicall dhaitly Lcticall agua! alles Vee VoVVeeyy 0V aby Areal! Baya) was Ge 1644 Aaduall pl gitiall...,"Sapndll Calle (oll Ugie 45 anual! Y"" Sala gt Mele Geageentall lid pally Sbiall ye Aud als GUL Ge Leg GED DL  inal GILLI",Glace Caahyall ates Bilal eiay MailSs Claas Seal: (4) Caicall  gee eleilly Silysall Syley Claes: () Caicall  Al ake ool bo Sd ay Y Lee Gibally alebll yuan loess Sjea'Vl (171) Caiuall  GAL Sule yiie (T...,True
systems_44,نظام براءات الاختراع وتعديلاته رقم 97 لسنة 2001,الأنظمة,ocr_pytesseract,4495,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",Qrig ial! Glogle- ol Hac j5y0 ADALEH Center for Legal Information InfoAdalen. tnfo Yoo) Ahad 4V aby Atdhaeds E1389) Cilply ali Vee dV VV 0 Geutiy COV aby) Apel) Sayall wae Ge OVA Anduall (glo giiiall ...,V  asl abo oly A  Webleds Leas early Apleall Sas 4  AushsY) ode GM Sell atid Sle Gd Goll! GUN Lyd ad (ill Alyally Rn Gs dash I Clb ay 1 Beball ay 983 ea gl Gad cysilll Gye (1A) Salal,) ond eASy Soon cod Uspuill aed ay 14 Oe edby! alb. Y- . paall Ide 8 Gad dale ay al cil gl. ) 2 Bala) Cdjart wY0Y4 Aiud  aly Janell aUlaill Gorges Uysal laa eanal 18a  20220925,True
systems_50,نظام رسوم القيد في السجل التجاري رقم 70 لسنة 2004,الأنظمة,ocr_pytesseract,546,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS","yvyy 29 n on ( 11) Sood cation Ve TIT  Gomes sles 1) jg pelos 0 ad bo gle cling 1 iT pal aogs poli Yost Aiud (Vs) ply alli Sa Joell 8 atl pga, lls (TT) Solel! gatiay pole VAMA dad (1A) 8, 8 oul Melua!...",Somall cual oe Syabe Obly st oe lol 1jGio-s  Obed dled a5 ogerg pay Wadg obo! Soll OULwT spo ost ole pat ele I ye pis dod ! Agllac! ! Oud!,Vales geall 53) iy Qudiqall gotta Saath y pall apbeill say _ ows Bau [Ab 33 ay ANS gly Aarall wisy Fal) ag 'pelt Ha gS) paul pa lh GDUES aluac 5 siS. all Chay hll dea al 8 sisal! OR paul,True
systems_52,نظام سجل التجارة وتعديلاته رقم 130 لسنة 1966,الأنظمة,ocr_pytesseract,1592,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",___   Adaleh www. adaleh. com TelFax: 06 5336652 Email: infoadaleh. com is 7 YANG Abad V1  pb) ADbysedy Slat) Sous ala  VANTIN AS eats V4 6 aby Apel Bay yall sse Gye VV EY Aadsall (gle) gill VANS Aad ...,"huis Qe BOIS GI Guin Sales 5! tintin. alba (ll slaill 93 . 0  -ASLeal! Jala gyladll alad GIS, seed Led (A OSL! 21  ' spdinains LeilSes age US 55 Ay lis aeulilly elaill Uaall Sols ais Guesiall claul . ...",Caiuall lad Yo Ql Gall Gis Ne ee iyanla eateall alas : YO bald) ADL gh pall Ge Calley Sauall Ge oly 3} ab gl cS ge Lub (Yo ) opsf fergie Ley Gell cual iyi 2 V0 ball vase yalue 518 US Sypue Ge aaly lio...,True
systems_58,نظام سجل الحقوق على الاموال المنقولة رقم 125 لسنة 2018,الأنظمة,ocr_pytesseract,2360,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",vue ae A petg gia) Asda lbs Cyl Goal (git alae Gai ll Ge (1) ) Stal (cat VeVALV VY Gest 1 iol ulne 0b Le gle sling ar AW) alll) edags jal Al ghia Spe) le Gj gal) aus alldi CA (4) BAM g (1) Saal) Cpe (...,led! Jaa Joey It  CSUN Cpa (14) SaLal} alsa cone VUAA Cla) (AGA ja Sail) Slice (ied LB fda GL -) 10 Sala BABU Cyt) gl Gua gay Ab pda Age Cpe oral (-d Jdrall gh Aled) Clin,"geal allt due 7b ntigl! ais ais ais ois Nl lreaal ange Treas  Sop ge G HLS yeild oon poeno pel wntigll Ciley, gfh Slee deans 9s!",True
systems_59,نظام وحدة مكافحة غسل الأموال وتمويل الإرهاب وتعديلاته رقم 40 لسنة 2009,الأنظمة,ocr_pytesseract,1846,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS","Page  of 7 Adaleh www. adaleh. com TelFax: 06 5336652 Email: infoadaleh. com Ati eee . 2009 Aid 4095, Airlysniy td YI Ja seiy Lyall Jad dadice bans alibi 200971 61: 4970 08) Ares! Saati ste ye 3026 Aa...","f o Veigyas Cole Bebda tl SESS AN CulsLencaly Lag 8 artngy Clay! aged Saclh ante Bilge Glagles gf GLb, shy Lusidall SV) Slgally Alo Slgall ayy",18 datal)  ayhl Cig gly AseeyM Cilgall pl Baal GRe Acaydy cya sl Baaall aly eglsts - J A bedle Gaal! dade Gar Bang! ib ye Ge Calegs sl Gas ol aly  A LG bast) Gay) Qa  Nadees Wd eesti os oO! cle allail...,True
instructions_72,تعليمات إجراءات نقل ملكية الاسم التجاري ورهنــه والحجــز عليــه وسائــر التصرفــات القانونيــة المتعلقة به بما في ذلك الترخيص باستغلاله رقم (32) لسنة 2016,التعليمات,ocr_pytesseract,1308,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",Galante yoatill datah Ski call pif ethan death) eile pci  jemntled  demas peti deme 99 V V7 delat (FV) Olly Ad Miicaatld yeah Sill dD p bod de Gila  Vo 0 dead (4) (Olly Sets laatell sheadill cyglld (0...,8 og Lat) al) Quad Galle aia ( Laill Sau) Alas Lag si ay ll AR) GA) Rapin RL ABS A) Gig a i) pads Qo gills ya gall JB Gye Babel) ode cya (i) SGN) Gb Atal Gili gl) aya Gye - pein) ay yall 9) Brcinall d...,ay ODE! Gagai 6 Capel) CGY (glad aad GF goad cil Giga 4 wo) SB Ge Gola) au) Ghd Gil Giga AN Ol gle OF Gr mel TA gai A EG Ol gic CE Gi mel Tapa 4  Elzas) Gb gi lad Taga V AG ASIN) Clash pyaitty Adal y ...,True
instructions_73,تعليمات ترخيص ممارسة المهن من داخل المنزل لسنة 2020 وتعديلاتها,التعليمات,ocr_pytesseract,3051,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",a RA coat shen seta 3 tciletatainad (0) Bal eatingiad Osha  VV  daanal Soil hha co N9A0 daaal (V) Olly GaVbsined 9 glen cain colt Vsti y cdl ono (ty Sal! g 2 (1) Salat! Ugg deanag (Yoo Ys abad jiall S...,olall jalosdgag AUN gs Bou Ge Cle) -  Auladill (gle Jala dyay - _ CHIN olyes Antlell olpall Udy wail ali agay  Adds aun g ALncdie Cy gS hy Cy Silly CLO y yew jenede GS -  oll) Gall Leduad GLY! Qt Abus...,AS geal! Ad gidall ule)  Ausdtluul! AS ganall  auljie Abas) JUL A yal Ge 1 alas [er  hes dilol dias,True
instructions_74,تعليمات ترخيص المخابز لسنة 2021,التعليمات,ocr_pytesseract,2160,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS","0 9 end ed cia . Syasstosl jotutig aiaAga, 29545) 48114 un ---20211230 sy 2021 Aiud LQ) py td  hy Dhan Syleilly Ze liall capild ye (21) Sala) Crnsgey cpl} Dydd GbadLell its  plead) Gad Aabaiall Atal G...",gle cillllye jae ac gf Aiilyall pao Aiilyll Cue cya Atlelly Aap (gL Lal ome Ainlll ad  Adil ya) Cuts 13) Aaya cin Lag yd Gatasiy,mit. govjo so JN atl. or Slyyyay le rrs pt ant Vovery a; SE 4 1 ower eal dewanmit. gov. jor i. jSSMv5 451,True
instructions_75,تعليمات لجنة الرقابة على بيع المحروقات لسنة 2010,التعليمات,ocr_pytesseract,710,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",PXE Cea Capt cya (21) Salad steady Bjaleall cil yaad) aay cpl Alb M dias colales ADiyiai'y 1998 Aiud (18) aby Bulag Actual Mog ang Gilligan) gous ppl AGU dint Gbytes Glyteill oe (pau -: (1) sola) Wa J...,coal cigtall y Ate: pol gendy Ley Qa stl cpl Ase we Cilla Jrnee aod Ba) gl  ggSdall Janay AS Mad Aygal ig tall i . 2 ru  BSS Aint Cig Gd gale Ga quail Ciel yay y cola ial!,stall Blhaan As pd On 52) 51 qed! gh oni dla gig Caglit) plsa lady Ugdny ApigMall cilpl pay) MGI py Ande Ce tpg Ss Ha sal sa Fe GH gl Blane AS po p juli -2(9) Balad pa 26 ge hued Gill BAAN Ge chy jara...,True
instructions_76,تعليمات تسجيل المخابز وصرف بطاقات الطحين رقم 8 لسنة 2013,التعليمات,ocr_pytesseract,1091,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",SR  aE el yg tlh Jentetd toned Wand fabiniaall 5 alee 1-19 dail (Ay ody cyaantall cilillag AGA diated (VA) poly Syhantellg Seo hdaaaall ygald quo (11) Saldl Ce Ue eas ( pal) cbs Ci ry Juldal) ued Glau...,"slat Sault pb  wbLiall pill ab)  HIG ab yg Luadill, Lal oig",Wigs 5 yaluall Gel aly GALI all tes wCilaglell oa Uyeda Oly ys GU ilglal aa a Bulag delicall jy ike gleall Lag gl giSig CY LAAIY agg,True
instructions_77,تعليمات تسجيل وترخيص مطاحن القمح والحبوب لسنة 2010,التعليمات,ocr_pytesseract,486,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",I sisal y Gall Gale Gad hg Seat SS T99S Ried (18) aby Sag Metical 18 oye (4) Saba! ) y (21) Sata) ai cpl) alu Byala ot bee Sets (2010 ald mga y Gail! als Gad iy dead Gly) clated OM pau 1 Agee Saya! ) ...,tall Qa ig a geal) Gualally Ht Ga SS Aa yey ual! Auli Ait sia Lb Je 4  ADE Sl gb Als Jog Cost LiL  Asal 5 Lal) yy igal alall Gud) sols - Cg paalls Bla Ay yoo poe  Acsdliall 4 yaa yas - ADSM Ost poe - ...,CLY Auad pally Alana! Gabba! ) le jl] Fh peg goal) AMT cunts p geal uals) sean Guabelly Galati Gil) ) gus Galbal aus le 13 Slagle gy CIA apap Shale) ola cn gay Lead pally Aneel Sei Gallas) le spt 4 PA...,True
instructions_78,تعليمات بيع المواد التموينية وآلية توزيعها لسنة 2017,التعليمات,ocr_pytesseract,8926,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",Yeo) oat Boel thteiclanad CyB Aart AGA Add (VA) ab SyLadll y AeLinall Gy gil Ga (11) Saal! alsayy jalti) Aka gill ol gall aouad Lada AIG) ibaglel) lana 2()) Bala) SHS AWS 5 Galland abl Sls ayy Adecati...,-9 Ogue) Gua diate) oan c- Ado 9 Sl gies ued Sal Gaba) i py AsalaN a) gly Gd! eens bliiay) -1  ABA 515 oll ABB gay YY Cdl csi Ge Gali,98 5a Ga ish Adllaal) 1S he dy -. NAGA Abad (VA) ab) Se geal g SyLaaly Ac Linall 6 sith Gye (i 1V) Sala} Gua ally  ADyaeiy 2() ) Sale) Bet ebay LE ol SR ha kag TeV VVV Gals Cee bse! GLa) oda gpa Slate...,True
instructions_81,تعليمـات التأجير التمويلي والتأجيــر المنتهــي بالتمليـك وتطبيـق معاييـر المحاسبــة الدوليـة المتعلقــة بها رقم (7) لسنة  2015,التعليمات,ocr_pytesseract,917,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",YO daimatdl (VY) Olly Gates ct ldaicinatal ai  ce] dll yainhiell ila elas Gamal) Gentil Gempaatlial) yenedlite Gentatlatl hentai! (eat) Bylall  1 deat (11) oly Jib all dandy Gal Go (1) Salk! olSard fa...,1)   MBL) GT) ald g (gill) alsal aby pilvall 5 Gall Quail Ga 9) Gy Cabal Auta) Aga Garg ol pill Od Aad Gu 50l5 Gl Ge Sagal dus pa oad) UB) Gey Alfie CL Us Sal Slay) Sal) As Cob  Gal) elit gala ol pd G...,au) 2(A)baba Falaieg SALW) Clay pitt) Guages Jalil da gies ciplic) 9) Like Lb Jagall gies  2(4)5abal) gly lag V6 V0 Ai ls Clase) ode (pubs lighe gia ana) 2 TT),True
instructions_82,تعليمـات التأجير التمويلي والتأجيــر المنتهــي بالتمليـك وتطبيـق معاييـر المحاسبــة الدوليـة المتعلقــة بها رقم (13) لسنة 2010,التعليمات,ocr_pytesseract,917,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",YO daimatdl (VY) Olly Gates ct ldaicinatal ai  ce] dll yainhiell ila elas Gamal) Gentil Gempaatlial) yenedlite Gentatlatl hentai! (eat) Bylall  1 deat (11) oly Jib all dandy Gal Go (1) Salk! olSard fa...,1)   MBL) GT) ald g (gill) alsal aby pilvall 5 Gall Quail Ga 9) Gy Cabal Auta) Aga Garg ol pill Od Aad Gu 50l5 Gl Ge Sagal dus pa oad) UB) Gey Alfie CL Us Sal Slay) Sal) As Cob  Gal) elit gala ol pd G...,au) 2(A)baba Falaieg SALW) Clay pitt) Guages Jalil da gies ciplic) 9) Like Lb Jagall gies  2(4)5abal) gly lag V6 V0 Ai ls Clase) ode (pubs lighe gia ana) 2 TT),True
instructions_83,القائمة الوطنية للمواد ثنائية الاستخدام التي تخضع الى رخصة تصدير / اعادة تصدير غير تلقائيه لسنة 2018,التعليمات,ocr_pytesseract,84834,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",at Y 9A dalaatd CVA) golly bpd Dylon Aokinall 139 Go alee  dpi ppl g a) psa) Cy git Gye (0) Sskall alSal cap ges cpll Al gdall ladlaall oll falti! Sips) Cab BUag g yaad sll cpa (10) dulall alsaly AD u...,Ge SY aacte ysl Ves cya Sl p03 5 Ui ey Sanaa TO sla 20 ill pala  still Gad y  tale  OG AE yy gi Banas aad Lad (gece gh 12 pila gill aly 1g Lae  G19 ILE 5 tld Malley cand lb (pqall) educiall AS pall Gl...,9D103 3! 9D101 3 9B117 3! Sates poe Gilad gle 520i) U yall ye Ay gall LS pall pind Ayala ye cit pbs 9E102 pi hidicdin de m pball yo Yd 4y yaa  Ladall Ol pall  AS pial AS YI Ain  Ala Iall 34) 5 y Jad; ...,True
instructions_85,تعليمات تحديد مدد وإجراءات اصدار إشعار باكتمال المعلومات والمستندات الخاصة بطلب الموافقة على عملية التركز الاقتصادي رقم (2) لسنة 2006,التعليمات,ocr_pytesseract,263,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",ed ____ CN avnwall 9 Cla gheall JLaisly lad) plana} cieljals ate stad Cilaghed Yoh Abad (1) aby galeaiih 58 sl) AyLec (ple Lill yall cull Anal Yee Aina (YY) py Aasibial ( gild ce (Ve) o) Babe alsa Jal...,weg ps5 fea lt Coe Lash Legg castes (4) Bae PAS Alli) cations gf Cle gee tt () 5a cob gall sdial) Ciatinwall y ile gheally dy ural a,"plsal dle! ys gs Lins led) Jaina) iy yaa gle Glide Flay) Meise Ub, Aashall cihatiuall y Ag gga) col) GulaM puss Gest cya fags Leggy cytes Be DA Cilatiouall y Ciba gleal gsc HT gle ts pits Gslcillly de...",True
instructions_86,تعليمات تحديد سقف حصة السوق لغايات تعريف الاتفاقيات ضعيفة الاثر رقم 1 لسنة 2004,التعليمات,ocr_pytesseract,344,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS","en Oe OA dae GLAU Gi gt GLU GG gull dues Clin tuted Glebe (9) Salat! plsa julia Sjaluat sf Aiud ( 4 ) aly Veet Ais (4) phy cagall Agia cy gil ye (ou) 6 ill a, Aiud (4) aby Lidia cy gid cya (a) Bill (0...",LAUD Apis jg maall Cdlalee cgllan} ye (ZY) Alay  f LBD Apathy Gyuall Cdlidee ogllaa} ua (WV) Atbally Voy Cpftin pd) DLS Gye Anam cglleal (8 dali cart al -g ch Ba) gD cull Ce Baal y Ay gia ALA Csi Ga (...,Cilaladll oda algal os pai SNe uel) Gall Beall y deLinall 355 4Oplal) aaa od,True
instructions_87,تعليمات تسجيل مصانع الاسمنت لسنة 2010,التعليمات,ocr_pytesseract,240,0.0,PRIMARILY_ENGLISH,"LOW_ARABIC, NO_LEGAL_TERMS",I OG I) blatantly 5 yale cielataall) Geile Jurca Gilad NAGA deem (VA) polly Bsheracllg caslinaall gibi Guo (11) Salblg () Sald! BAS By 0 Lay Jamag (chia) ailae format Clabes ) clapledll 09 cad -)  Ago...,egal lige Byhjgl ghd lly pail Labo gh aioe lis] Gossage Gi de -1 aad Dy Joma lel sa] oo ol val sl B gant! 8 plall cao Rath yy chow goths 9 ailes lis} ol dl dial Bytyel B Jsis - : Oe JS dag,YO Wa gel i ol Gal de 0 Aged gpJldeb Eg rll G Ula pee  Lewy BL Rae LUI GIgeSU aed Je Bail  _ Byhjgl) II psd ays oo loge (10) 859 DS 5g) ness Gall SS 8 (10) Bo JUS Asad Cats gle Sly Gard il Ub wogesy 0...,True
